SERIAL,CPU,MEMORY,DISK
1,244.443472,323.640088,3.443042
2,127.827621,126.114179,1.755097
3,501.864785,510.901249,6.61782
4,294.76998,249.811912,2.622986
5,124.881317,105.1879,1.494784
6,809.393429,936.111623,9.831676
7,365.990346,362.740536,3.734963
8,324.071644,248.004627,3.765967
9,229.801535,226.575076,2.700204
10,226.055613,280.219763,3.265066
11,116.503932,133.62092,1.567773
12,241.238821,255.303705,3.109623
13,250.438125,226.677774,3.055185
14,103.603796,123.091862,1.268925
15,309.081705,365.730029,3.968708
16,280.60551,192.70095,1.806404
17,169.281158,125.212866,0.702064
18,98.287535,85.02294,1.126081
19,83.83579,99.841699,0.617342
20,80.698862,72.719132,0.522807
21,106.483973,113.412028,1.229535
22,46.608057,33.132396,0.361083
23,52.71698,40.925308,0.447497
24,183.158783,91.868188,0.948993
25,187.866416,85.94509,0.867172
26,472.880977,286.783099,2.220328
27,245.725162,126.357984,1.566975
28,202.038057,92.063336,1.142286
29,124.949048,61.312447,0.713634
30,76.417046,66.970546,0.425864
31,88.127692,53.404234,0.460135
32,233.51081,99.79165,0.861822
33,227.994996,96.379455,0.827464
34,167.085735,122.290583,1.335972
35,94.887119,41.677506,0.693247
36,65.413133,46.944405,0.497436
37,68.56674,63.721632,0.731669
38,102.599112,80.007842,0.494541
39,319.73415,86.862758,0.746576
40,770.672431,659.134688,5.908998
41,122.368975,211.37973,0.376247
42,225.945575,65.463147,0.890754
43,419.076347,304.592122,0.970837
44,209.822467,314.792788,2.253123
45,300.62849,207.000125,2.0715
46,590.578897,515.517419,4.061241
47,227.087372,514.31815,3.321586
48,343.859572,176.168129,0.723398
49,83.357652,72.845405,0.399384
50,198.963675,124.675682,3.252178
51,405.567255,193.788644,3.002334
52,478.893305,234.059887,1.588997
53,91.81635,288.682601,2.611874
54,66.717495,56.289059,0.836086
55,71.012024,157.966703,1.444127
56,157.695492,170.9754,0.884333
57,410.790483,136.69572,0.669729
58,39.91279,26.865903,0.477493
59,139.334061,150.648617,2.908076
60,68.503208,53.346828,1.073607
61,158.197996,52.064607,0.744291
62,272.917754,158.604244,1.509485
63,682.168042,320.62542,2.807612
64,126.674878,66.044023,0.61113
65,115.914574,55.008613,0.894212
66,118.554223,73.23509,0.858164
67,188.017979,146.567938,0.90108
68,153.552065,171.504752,0.893613
69,334.457971,113.707702,0.867812
70,209.215268,87.683904,0.81446
71,386.917505,186.585685,3.114223
72,569.19717,230.949301,2.761636
73,141.108982,156.187985,2.912239
74,270.084302,518.867266,4.20069
75,220.553861,196.659024,2.49826
76,492.899641,256.449737,3.263041
77,385.377825,140.761109,1.695226
78,62.302831,60.428804,0.801806
79,158.800359,147.965095,1.807992
80,49.802309,43.681876,1.059706
81,107.689073,82.19781,1.28101
82,73.073602,70.055188,1.907026
83,58.072709,45.421382,1.309531
84,520.852796,280.333465,3.740312
85,215.21953,120.15525,1.977869
86,713.817701,180.956384,1.360333
87,320.806175,112.043318,0.922879
88,359.287542,347.820922,1.249377
89,695.015129,443.984103,3.451039
90,85.648624,115.254774,0.771918
